2	9	13	17	20	28
2	8	11	14	19	33
5	12	21	23	26	28
2	3	9	10	28	30
7	16	17	18	30	33
2	7	13	20	25	27
1	4	9	15	22	30
1	3	16	17	20	32
7	18	19	23	29	30
1	9	13	22	25	32
10	15	18	20	23	31
1	6	7	19	22	27
5	6	7	12	13	18
5	7	10	13	19	20
3	10	18	24	27	29
8	11	17	21	23	24
13	16	19	23	26	28
3	12	25	26	28	29
8	18	19	22	27	32
3	4	8	14	21	28
3	12	13	22	30	33
6	7	14	21	22	24
8	12	15	19	28	29
3	7	13	18	22	25
10	13	14	16	21	32
10	13	17	28	30	32
1	8	11	17	27	30
3	16	19	20	24	26
6	7	8	14	23	31
3	5	11	18	26	28
3	6	14	15	17	25
1	8	12	13	15	33
2	10	12	17	23	24
2	4	10	12	17	30
1	2	14	15	24	29
9	10	12	14	15	19
2	15	18	27	28	32
4	5	9	27	29	31
1	14	15	17	26	30
6	15	20	22	26	33
5	6	13	17	19	28
4	21	25	29	30	33
3	13	14	15	21	33
7	14	18	25	26	29
6	7	10	19	23	29
7	8	14	25	26	28
1	2	4	12	21	24
4	11	14	15	22	31
16	17	18	24	25	30
4	5	13	23	27	30
3	6	15	18	30	32
2	4	7	9	15	20
1	6	17	19	26	31
1	7	8	12	16	21
1	2	5	16	20	26
2	8	13	28	29	30
4	6	12	30	31	32
2	5	6	12	14	28
5	6	7	11	13	18
2	4	5	17	19	20
5	6	13	19	22	28
6	14	17	22	28	29
3	12	17	24	27	29
1	9	11	17	32	33
1	4	9	13	16	23
3	8	17	21	25	32
2	9	15	22	26	32
9	10	13	17	22	30
1	13	14	25	31	32
6	10	16	20	27	32
22	23	26	27	28	33
1	16	18	22	28	30
6	8	14	15	24	25
5	7	12	16	28	32
4	5	11	21	27	28
10	12	18	22	28	29
5	14	24	25	26	32
9	11	17	23	24	26
1	5	13	25	26	32
3	6	11	17	21	31
2	12	15	23	24	32
1	5	7	13	29	32
5	20	26	27	28	33
3	10	12	13	27	30
7	8	18	25	30	32
5	18	22	28	29	31
3	5	8	19	20	27
14	18	27	30	31	33
8	19	21	24	28	31
1	7	16	17	19	21
1	2	4	6	13	17
2	7	8	17	21	28
2	5	7	8	11	17
2	5	6	7	13	23
1	8	11	20	21	29
7	12	16	17	21	25
6	18	19	26	28	32
1	3	15	20	22	31
1	7	9	17	21	29
5	9	12	29	30	31
1	9	11	21	26	32
3	5	12	15	23	24
8	12	13	26	29	33
6	7	21	25	27	33
8	10	16	25	28	33
12	13	19	22	28	29
1	7	8	20	23	24
1	4	20	24	28	29
12	20	25	26	27	28
5	6	7	12	15	28
13	15	18	20	24	28
3	21	26	29	31	32
3	8	20	24	26	32
1	6	11	26	27	29
3	6	9	13	18	32
8	15	20	21	27	31
2	9	10	20	22	31
3	7	10	13	22	32
2	12	24	26	29	31
1	9	12	13	19	28
11	12	15	24	25	31
13	14	20	22	23	32
6	13	14	15	17	30
4	5	9	10	19	28
4	9	11	14	32	33
13	25	27	28	29	30
9	12	17	18	20	33
5	7	15	18	25	33
8	12	15	16	21	27
2	12	19	26	29	31
5	8	13	14	19	22
4	7	11	16	29	33
17	24	27	28	29	30
6	9	14	16	23	33
3	5	19	21	24	33
6	13	17	18	28	32
1	5	7	8	19	21
2	13	20	25	29	30
3	7	10	13	14	25
3	5	23	24	27	31
3	10	11	13	14	22
8	9	13	15	22	23
5	17	24	30	31	33
2	10	20	26	28	29
4	9	14	15	26	33
2	4	11	18	22	29
2	5	10	24	25	29
4	9	14	15	16	27
6	7	12	24	30	33
8	15	22	24	28	33
2	4	13	18	26	28
11	18	22	27	29	30
4	6	22	23	29	32
15	16	18	19	28	32
4	7	9	10	17	27
2	3	7	9	13	30
3	4	19	21	22	23
2	3	4	24	31	32
8	10	11	18	20	29
5	17	22	26	32	33
4	5	10	21	26	30
1	2	9	26	29	33
8	10	18	19	27	31
5	10	11	16	23	24
2	10	17	19	24	27
2	13	16	17	20	31
3	8	11	12	14	18
7	10	13	16	17	29
4	13	21	22	26	31
3	6	15	20	25	26
3	5	19	21	27	31
4	7	14	17	26	31
4	6	13	20	24	28
6	14	18	20	30	33
4	15	22	25	27	33
2	3	5	6	20	24
2	12	14	17	30	31
7	13	15	17	19	24
4	12	13	19	20	32
1	5	14	22	24	30
6	7	11	16	32	33
4	12	19	20	23	33
8	11	20	21	27	30
6	9	10	14	22	25
2	9	11	21	26	33
5	6	11	19	24	28
8	11	15	20	24	32
3	8	9	22	25	31
1	2	5	13	22	29
9	10	11	15	19	33
5	14	19	24	28	33
2	11	13	18	19	26
9	11	12	21	24	26
2	3	8	23	32	33
2	3	15	16	17	27
1	2	10	17	22	24
4	16	22	24	27	31
9	10	17	18	21	31
4	7	15	25	26	28
10	15	20	21	28	30
4	16	22	25	30	31
3	7	9	15	24	25
3	8	9	17	25	27
4	12	19	21	25	28
5	9	15	23	24	33
4	8	12	24	26	27
1	15	16	18	22	30
3	8	12	18	23	29
7	14	18	20	22	30
3	5	6	22	26	32
6	9	14	19	25	28
2	5	12	17	22	25
1	3	6	10	21	23
1	2	5	16	28	30
6	8	24	29	30	32
15	17	18	20	23	27
4	14	15	16	20	26
1	3	13	19	25	26
4	16	24	26	27	33
1	12	20	23	24	29
10	17	19	27	28	32
2	22	25	29	32	33
7	9	18	27	31	33
1	5	10	11	21	23
3	6	8	24	29	31
2	3	7	9	10	32
1	4	5	9	15	17

